1	2
2	7
3	1
4	2
5	6
6	6
7	1
8	5
9	5
10	6
11	2
12	2
13	7
14	1
15	3
16	1
17	2
18	3
19	7
20	7
21	3
22	5
23	5
24	6
25	1
26	3
27	3
28	7
29	2
30	3
31	3
32	7
33	1
34	3
35	7
36	3
37	3
38	7
39	3
40	1
41	6
42	6
43	3
44	7
45	3
46	7
47	6
48	1
49	4
50	2
51	2
52	5
53	2
54	2
55	7
56	7
57	3
58	3
59	1
60	4
61	1
62	7
63	7
64	4
65	1
66	3
67	4
68	6
69	5
70	2
71	3
72	3
73	2
74	6
75	2
76	4
77	3
78	5
79	5
80	7
81	4
82	6
83	1
84	6
85	6
86	3
87	4
88	4
89	2
90	7
91	2
92	4
93	4
94	2
95	3
96	3
97	3
98	1
99	2
100	7
101	1
102	3
103	2
104	3
105	6
106	7
107	4
108	2
109	5
110	7
111	2
112	5
113	4
114	3
115	2
